FIPS,LISA_CL,Normalized Median Age,Normalized Male Median Age,Normalized Median Female Age,Normalized Sex Ratio (males per 100 females),Normalized Workers 16 years and over,"Normalized Management, business, science, and arts occupations; Estimate; Civilian employed population 16 years and over",Normalized Service occupations; Estimate; Civilian employed population 16 years and over,Normalized Sales and office occupations; Estimate; Civilian employed population 16 years and over,Normalized Natural resources construction and maintenance occupations; Estimate; Civilian employed population 16 years and over,"Normalized Production, transportation, and material moving occupations; Estimate; Civilian employed population 16 years and over","Normalized Cars, truck, or Van to work","Normalized car, truck, or van drove alone","Normalized car, truck, or van carpool",Normalized public transportation to work,Normalized walked to work,Normalized biked to work,"Normalized taxi, motorcycle, or other",Normalized worked at home,Normalized mean travel time to work (minutes),Normalized Total; Estimate; Population 45 to 64 years,Normalized Total; Estimate; Population 45 to 64 years - High school graduate or higher,Normalized Percent; Estimate; Population 45 to 64 years - High school graduate or higher,Normalized Percent; Estimate; Population 45 to 64 years - Bachelor's degree or higher,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_-ADJUSTED DOLLARS) - Population 25 years and over with earnings,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_5 years and over with earnings - Less than high school graduate,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ver with earnings - High school graduate (includes equivalency),Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ars and over with earnings - Some college or associate's degree,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ Population 25 years and over with earnings - Bachelor's degree,Normlized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS_ years and over with earnings - Graduate or professional degree,Normalized Household Mean Income,Normalized Social Security Income,Normalized Cash public assistance income,Normalized per capita income per household
9013,1,0.366292135,0.343820225,0.386363636,0.099353522,0.016730697,0.505338078,0.375,0.589353612,0.25,0.180232558,0.880304679,0.869222097,0.217105263,0.030744337,0.066365008,0.013986014,0.016085791,0.112781955,0.52970297,0.016894373,0.021336745,0.918819188,0.022190509,0.597315993,0.329961552,0.46075642,0.579008693,0.7156745,0.685603768,0.337377093,0.556034985,0.082734753,0.408396813
10005,1,0.586516854,0.564044944,0.602272727,0.079278666,0.019651861,0.323843416,0.457317073,0.623574144,0.333333333,0.251937984,0.9085963,0.887260428,0.25,0.012944984,0.025641026,0.013986014,0.032171582,0.127819549,0.504950495,0.02410465,0.028285556,0.793357934,0.020230795,0.301196025,0.333426841,0.238886573,0.416008708,0.4769783,0.512779209,0.377500779,0.493119534,0.182314703,0.438570131
12007,1,0.438202247,0.364044944,0.515909091,0.17897244,0.001989623,0.323843416,0.579268293,0.6121673,0.284482759,0.213178295,0.943416757,0.894024803,0.335526316,0.003236246,0.046757164,0,0.021447721,0.045112782,0.683168317,0.002900545,0.003177858,0.684501845,0.00110618,0.286764096,0.342238577,0.196100107,0.44671685,0.3817269,0.430604435,0.386413858,0.582565598,0.182130556,0.464235796
12029,1,0.557303371,0.519101124,0.611363636,0.167744131,0.001035432,0.160142349,0.481707317,0.642585551,0.393678161,0.362403101,0.911860718,0.8421646,0.388157895,0,0.015082956,0.006993007,0.037533512,0.155388471,0.561881188,0.001880372,0.001915105,0.577490775,0.000394674,0.189970638,0.296810284,0.212228847,0.245481166,0.4908928,0.588582334,0.413627668,0.718250729,0.20464934,0.468359075
12031,1,0.325842697,0.305617978,0.345454545,0.078598163,0.09193389,0.403914591,0.408536585,0.756653992,0.224137931,0.203488372,0.896626768,0.852311161,0.315789474,0.030744337,0.022624434,0.041958042,0.037533512,0.120300752,0.477722772,0.09290476,0.109867878,0.806273063,0.086107204,0.321500257,0.291150311,0.209746108,0.388857375,0.4796357,0.505330228,0.341425796,0.628163265,0.291628575,0.405321825
12033,1,0.350561798,0.31011236,0.388636364,0.094930248,0.030286273,0.332740214,0.484756098,0.813688213,0.244252874,0.189922481,0.857453754,0.801578354,0.345394737,0.011326861,0.031674208,0.027972028,0.034852547,0.235588972,0.420792079,0.031658689,0.038116988,0.835793358,0.026616593,0.270905562,0.253972707,0.175332089,0.363975041,0.4231632,0.430645476,0.427264233,0.680291545,0.181618918,0.532759103
12067,1,0.379775281,0.352808989,0.404545455,0.216740388,0.000522943,0.304270463,0.539634146,0.368821293,0.425287356,0.28875969,0.942328618,0.81848929,0.552631579,0.003236246,0.007541478,0.055944056,0.024128686,0.090225564,0.502475248,0.000828047,0.000828026,0.553505535,0.000307272,0.264386311,0.473309021,0.273354959,0.27293912,0.4668563,0.267270657,0.279323437,0.605714286,0.335314092,0.341690544
12071,1,0.579775281,0.561797753,0.597727273,0.085062947,0.058687249,0.307829181,0.512195122,0.787072243,0.32183908,0.158914729,0.891186072,0.847801578,0.3125,0.014563107,0.015082956,0.055944056,0.061662198,0.142857143,0.554455446,0.071539492,0.083424011,0.784132841,0.063684534,0.249307433,0.28694246,0.18232725,0.361982001,0.4205993,0.451340509,0.464955731,0.626297376,0.180861636,0.555192536
12089,1,0.519101124,0.507865169,0.527272727,0.091187479,0.007113203,0.362989324,0.423780488,0.6121673,0.324712644,0.244186047,0.921653972,0.87373168,0.332236842,0.003236246,0.02413273,0.06993007,0.042895442,0.085213033,0.606435644,0.009071199,0.011092087,0.861623616,0.00689382,0.350447058,0.339169321,0.283050325,0.445796986,0.5342921,0.453566995,0.582842694,0.579358601,0.672064777,0.538402404
12093,1,0.420224719,0.404494382,0.440909091,0.158897584,0.002877385,0.133451957,0.506097561,0.604562738,0.597701149,0.259689922,0.928182807,0.839909808,0.447368421,0.011326861,0.040723982,0.062937063,0.021447721,0.055137845,0.497524752,0.003988993,0.003887894,0.516605166,0.001522704,0.187980028,0.293972047,0.217067469,0.293513422,0.4243116,0.34233504,0.355388631,0.50425656,0.182168904,0.428034803
12099,1,0.512359551,0.480898876,0.534090909,0.077577407,0.136415642,0.402135231,0.521341463,0.69581749,0.25862069,0.139534884,0.87921654,0.83427283,0.315789474,0.03236246,0.022624434,0.048951049,0.037533512,0.157894737,0.502475248,0.146426102,0.172688253,0.802583026,0.175590304,0.313703698,0.26263593,0.205578007,0.389301976,0.4871538,0.522936909,0.279167717,0.489387755,0.145618388,0.352592774
12105,1,0.424719101,0.408988764,0.438636364,0.08574345,0.054141281,0.290035587,0.490853659,0.69581749,0.307471264,0.25,0.92383025,0.870349493,0.345394737,0.008090615,0.016591252,0.027972028,0.042895442,0.102756892,0.512376238,0.063227667,0.071039805,0.723247232,0.042906111,0.257535292,0.282404581,0.198274768,0.371686572,0.4276367,0.416629901,0.283475952,0.678425656,0.477602194,0.367321266
12107,1,0.516853933,0.496629213,0.534090909,0.090847227,0.005336155,0.170818505,0.539634146,0.642585551,0.474137931,0.261627907,0.918389554,0.845546787,0.401315789,0.011326861,0.022624434,0.06993007,0.032171582,0.095238095,0.559405941,0.008106203,0.008654681,0.645756458,0.003614886,0.16963323,0.23521064,0.176292564,0.296579637,0.2964907,0.387931831,0.210013496,0.477842566,0.182865946,0.301383744
12111,1,0.512359551,0.492134831,0.525,0.082681184,0.024865393,0.259786477,0.539634146,0.802281369,0.333333333,0.180232558,0.905331882,0.835400225,0.391447368,0.008090615,0.013574661,0.034965035,0.058981233,0.130325815,0.561881188,0.031009272,0.035388016,0.749077491,0.020723797,0.24481197,0.244055379,0.17783295,0.385346559,0.4040675,0.358053826,0.297008705,0.67212828,0.147446781,0.351002865
12117,1,0.397752809,0.366292135,0.411363636,0.0762164,0.046453733,0.537366548,0.332317073,0.764258555,0.175287356,0.13372093,0.897714908,0.874859076,0.253289474,0.011326861,0.010558069,0.034965035,0.034852547,0.170426065,0.554455446,0.048758287,0.060825561,0.896678967,0.064004097,0.361047061,0.306051055,0.245029992,0.381927729,0.5119916,0.535341617,0.289875276,0.455276968,0.182346548,0.400342442
13007,1,0.548314607,0.579775281,0.527272727,0.079618918,0.000276391,0.234875445,0.25,0.783269962,0.522988506,0.273255814,0.977149075,0.931228861,0.325657895,0,0.018099548,0,0.032171582,0.010025063,0.559405941,0.000390603,0.000441544,0.730627306,0.000128371,0.30809681,0.368079735,0.277468694,0.462845141,0.440754121,0.362157947,0.288629521,0.734635569,0.322711245,0.394506954
13011,1,0.435955056,0.449438202,0.418181818,0.107179313,0.001645496,0.183274021,0.387195122,0.547528517,0.416666667,0.432170543,0.945593036,0.885005637,0.368421053,0,0.027149321,0,0.021447721,0.080200501,0.623762376,0.001995886,0.001996911,0.553505535,0.000786617,0.22691306,0.336446593,0.194559722,0.39719748,0.2898272,0.417153176,0.323021252,0.503498542,0.056157764,0.380669509
13055,1,0.42247191,0.370786517,0.463636364,0.127934672,0.001932124,0.147686833,0.362804878,0.441064639,0.373563218,0.567829457,0.957562568,0.918827508,0.305921053,0.006472492,0.028657617,0.006993007,0.010723861,0.042606516,0.504950495,0.002692144,0.00271796,0.564575646,0.000858996,0.243683957,0.363525354,0.240028271,0.355083018,0.4252597,0.426223285,0.38579098,0.621574344,0.068107614,0.480344538
13065,1,0.352808989,0.316853933,0.372727273,0.101054781,0.000467404,0.261565836,0.323170732,0.460076046,0.41954023,0.430232558,0.936887922,0.934611048,0.197368421,0,0.013574661,0,0.096514745,0.052631579,0.363861386,0.000684746,0.000750415,0.684501845,0.000420621,0.238524957,0.383673537,0.222975299,0.244086038,0.422175,0.45373116,0.395653206,0.56606414,0.051064386,0.475347683
13095,1,0.294382022,0.278651685,0.311363636,0.052739027,0.007393515,0.307829181,0.518292683,0.566539924,0.232758621,0.325581395,0.899891186,0.825253664,0.404605263,0.030744337,0.043740573,0,0.021447721,0.107769424,0.321782178,0.008914005,0.009934739,0.712177122,0.006553773,0.206807889,0.186729592,0.182961527,0.29719288,0.3916086,0.425894955,0.332164202,0.569970845,0.220908972,0.419071913
13115,1,0.37752809,0.357303371,0.386363636,0.082000681,0.008643918,0.282918149,0.463414634,0.536121673,0.318965517,0.346899225,0.90968444,0.882750846,0.266447368,0.008090615,0.037707391,0.027972028,0.029490617,0.110275689,0.425742574,0.00979564,0.010619079,0.669741697,0.006627518,0.255677388,0.200227719,0.209981697,0.371717234,0.4421521,0.479987277,0.384100313,0.51877551,0.167950895,0.467992173
13119,1,0.431460674,0.413483146,0.454545455,0.084722695,0.001690581,0.261565836,0.338414634,0.513307985,0.385057471,0.414728682,0.916213275,0.906426156,0.217105263,0.006472492,0.037707391,0.013986014,0.032171582,0.102756892,0.514851485,0.002294396,0.002359271,0.592250923,0.000787982,0.187565317,0.2550948,0.148475019,0.333757493,0.3537777,0.46692591,0.249581041,0.479300292,0.12132689,0.372737438
13125,1,0.429213483,0.406741573,0.463636364,0.083701939,0.000269857,0.268683274,0.216463415,0.406844106,0.445402299,0.5,0.952121872,0.906426156,0.325657895,0,0.001508296,0,0.034852547,0.095238095,0.626237624,0.000322327,0.000316213,0.529520295,9.29E-05,0.213775028,0.372947641,0.15829724,0.376423874,0.3805384,0.264100223,0.585608566,0.572653061,0.259762309,0.500594032
13133,1,0.602247191,0.579775281,0.622727273,0.080639673,0.001321406,0.229537367,0.606707317,0.627376426,0.275862069,0.296511628,0.872687704,0.847801578,0.253289474,0.001618123,0.021116139,0,0.101876676,0.180451128,0.497524752,0.001780737,0.001941849,0.677121771,0.001377945,0.191679246,0.141235293,0.131766369,0.307296058,0.7621451,0.414783046,0.350257308,0.627696793,0.163771712,0.435599972
13137,1,0.404494382,0.37752809,0.402272727,0.065668595,0.003528614,0.243772242,0.375,0.593155894,0.376436782,0.375968992,0.936887922,0.901916573,0.292763158,0.011326861,0.022624434,0,0.042895442,0.067669173,0.514851485,0.004381581,0.004769933,0.675276753,0.003276203,0.243916195,0.301727694,0.215019663,0.354929707,0.4458243,0.408421657,0.37683341,0.67516035,0.102716469,0.435180656
13177,1,0.343820225,0.337078652,0.345454545,0.100714529,0.002856476,0.450177936,0.25304878,0.714828897,0.298850575,0.220930233,0.961915125,0.925591883,0.299342105,0.001618123,0.003016591,0.020979021,0.016085791,0.077694236,0.393564356,0.003015264,0.003567486,0.806273063,0.002574257,0.41202329,0.374944308,0.301553071,0.45540957,0.5235692,0.461898361,0.388623589,0.620058309,0.102781768,0.444283318
13183,1,0.229213483,0.253932584,0.2,0.099353522,0.001386093,0.275800712,0.356707317,0.669201521,0.367816092,0.321705426,0.949945593,0.871476888,0.421052632,0.003236246,0.015082956,0,0.107238606,0.005012531,0.601485149,0.0014727,0.001663918,0.732472325,0.00074155,0.342235788,0.267635848,0.267664595,0.456176123,0.5074113,0.336784216,0.516446929,0.548221574,0.160898524,0.524128171
13289,1,0.543820225,0.485393258,0.575,0.0952705,0.000523597,0.174377224,0.329268293,0.566539924,0.520114943,0.399224806,0.948857454,0.910935738,0.302631579,0.022653722,0.013574661,0,0.010723861,0.070175439,0.653465347,0.001047165,0.000968041,0.448339483,0.000443837,0.348257386,0.46311117,0.268588826,0.507703865,0.8137569,0.428973046,0.292878435,0.572536443,0.1427452,0.429956671
13293,1,0.440449438,0.411235955,0.475,0.069411364,0.002052568,0.256227758,0.396341463,0.593155894,0.252873563,0.434108527,0.961915125,0.860202931,0.490131579,0.004854369,0.006033183,0,0.045576408,0.042606516,0.448019802,0.002891415,0.003109686,0.656826568,0.001280983,0.205182224,0.246844111,0.186332252,0.32258114,0.5415565,0.376255605,0.389305788,0.756151603,0.265443385,0.458417779
13295,1,0.431460674,0.404494382,0.463636364,0.094930248,0.006028113,0.243772242,0.304878049,0.627376426,0.33908046,0.430232558,0.952121872,0.912063134,0.309210526,0.004854369,0.021116139,0,0.016085791,0.067669173,0.564356436,0.007652881,0.008287077,0.667896679,0.004139297,0.271204154,0.29832841,0.224207608,0.365508148,0.5347061,0.448416322,0.322390959,0.633644315,0.149144574,0.410458453
15007,1,0.460674157,0.447191011,0.470454545,0.097992514,0.007403534,0.265124555,0.731707317,0.589353612,0.32183908,0.164728682,0.882480958,0.838782413,0.3125,0.012944984,0.039215686,0.041958042,0.021447721,0.167919799,0.438118812,0.008020461,0.01002913,0.900369004,0.007576647,0.34411028,0.33161169,0.272213262,0.453171233,0.4689528,0.41729682,0.214514526,0.514693878,0.071046102,0.325669159
17029,1,0.271910112,0.269662921,0.279545455,0.075876148,0.005345956,0.293594306,0.457317073,0.684410646,0.221264368,0.329457364,0.869423286,0.813979707,0.342105263,0.01618123,0.082956259,0.097902098,0.016085791,0.102756892,0.277227723,0.004911912,0.005919416,0.837638376,0.004319563,0.255494916,0.201234303,0.194342255,0.31388842,0.3823946,0.440187558,0.28841448,0.535276968,0.126681468,0.368404501
17035,1,0.451685393,0.438202247,0.459090909,0.102415788,0.001024106,0.236654804,0.408536585,0.3878327,0.376436782,0.467054264,0.928182807,0.899661781,0.273026316,0.006472492,0.037707391,0.013986014,0.016085791,0.087719298,0.440594059,0.001213886,0.00148772,0.863468635,0.000508023,0.269313073,0.237900365,0.272249506,0.360832171,0.378749,0.37439849,0.300582835,0.571370262,0.192372992,0.376266685
17087,1,0.480898876,0.442696629,0.545454545,0.208234093,0.000924135,0.34341637,0.466463415,0.589353612,0.356321839,0.226744186,0.914036997,0.909808343,0.200657895,0.003236246,0.040723982,0,0.024128686,0.120300752,0.524752475,0.001433799,0.001662869,0.773062731,0.000833049,0.261798517,0.170343724,0.155941357,0.364756926,0.4017039,0.485384197,0.370500823,0.6,0.128052762,0.390663219
17091,1,0.357303371,0.341573034,0.363636364,0.087104457,0.010667083,0.298932384,0.393292683,0.623574144,0.284482759,0.350775194,0.905331882,0.886133033,0.243421053,0.029126214,0.037707391,0.013986014,0.048257373,0.07518797,0.472772277,0.011575583,0.013596617,0.795202952,0.007359508,0.357878672,0.267619346,0.285569308,0.467567112,0.4978501,0.514749187,0.287042667,0.663265306,0.200796657,0.336291844
17109,1,0.206741573,0.186516854,0.236363636,0.090847227,0.00296015,0.37544484,0.487804878,0.600760456,0.206896552,0.273255814,0.856365615,0.833145434,0.25,0.017799353,0.119155354,0.041958042,0.018766756,0.090225564,0.254950495,0.002724694,0.003416459,0.904059041,0.003131444,0.287693048,0.270969126,0.159674526,0.341484355,0.3908207,0.435026625,0.161532872,0.435393586,0.196682774,0.147774128
17197,1,0.348314607,0.337078652,0.352272727,0.094589997,0.072248488,0.414590747,0.338414634,0.657794677,0.25,0.26744186,0.898803047,0.895152198,0.197368421,0.063106796,0.012066365,0.006993007,0.029490617,0.105263158,0.688118812,0.073350397,0.089766092,0.863468635,0.083893479,0.502330674,0.34682596,0.327214077,0.523096264,0.6487594,0.664098171,0.312232126,0.662973761,0.118519002,0.415577608
18093,1,0.469662921,0.462921348,0.479545455,0.092548486,0.004430969,0.279359431,0.396341463,0.623574144,0.307471264,0.356589147,0.95429815,0.922209696,0.286184211,0.003236246,0.018099548,0,0.013404826,0.07518797,0.485148515,0.005178268,0.006237726,0.837638376,0.002684875,0.250933099,0.240887114,0.202932169,0.356386159,0.4807174,0.501739122,0.261282238,0.457784257,0.326498629,0.383639667
18095,1,0.415730337,0.395505618,0.434090909,0.099353522,0.011910298,0.275800712,0.493902439,0.650190114,0.244252874,0.329457364,0.928182807,0.88951522,0.305921053,0.003236246,0.033182504,0.020979021,0.037533512,0.082706767,0.517326733,0.01387633,0.016520141,0.817343173,0.008331854,0.268798832,0.256629429,0.217357424,0.374338847,0.4266752,0.428572894,0.196873749,0.430204082,0.212028209,0.105737648
18161,1,0.485393258,0.402247191,0.511363636,0.104117047,0.000711124,0.213523132,0.50304878,0.676806084,0.298850575,0.337209302,0.941240479,0.888387824,0.345394737,0.001618123,0.025641026,0.006993007,0.00536193,0.100250627,0.485148515,0.000831619,0.001017858,0.859778598,0.000570843,0.244214787,0.405950397,0.173809826,0.355236329,0.3323185,0.582005479,0.359852586,0.59090379,0.190214713,0.469669439
18165,1,0.483146067,0.460674157,0.506818182,0.087784961,0.001380213,0.181494662,0.359756098,0.505703422,0.333333333,0.527131783,0.945593036,0.870349493,0.411184211,0.011326861,0.034690799,0,0.016085791,0.052631579,0.482673267,0.001772798,0.002078193,0.791512915,0.000749744,0.266940929,0.215194469,0.233359308,0.373541632,0.5092541,0.426828643,0.483315784,0.566005831,0.128313961,0.496103851
19011,1,0.456179775,0.431460674,0.459090909,0.098673018,0.002812698,0.34519573,0.268292683,0.581749049,0.32183908,0.377906977,0.905331882,0.862457723,0.3125,0.003236246,0.049773756,0,0.029490617,0.122807018,0.462871287,0.002971203,0.003755745,0.918819188,0.002232844,0.415822039,0.320060725,0.386165528,0.438729361,0.4987448,0.521459426,0.352444794,0.675276968,0.189484888,0.480746383
19191,1,0.429213483,0.42247191,0.443181818,0.09901327,0.002587273,0.421708185,0.37195122,0.520912548,0.293103448,0.281007752,0.721436344,0.694475761,0.246710526,0.001618123,0.238310709,0.062937063,0.024128686,0.218045113,0.29950495,0.002259067,0.002894682,0.942804428,0.001812223,0.33210026,0.400537945,0.292111415,0.38422739,0.4021179,0.449575736,0.293441991,0.567172012,0.205628836,0.372789853
20089,1,0.66741573,0.656179775,0.684090909,0.098673018,0.000277916,0.43594306,0.25304878,0.380228137,0.468390805,0.292635659,0.86398259,0.822998873,0.299342105,0,0.064856712,0.034965035,0.045576408,0.167919799,0.336633663,0.000341778,0.000432629,0.911439114,0.00018846,0.223296784,0.329631524,0.211195883,0.304352492,0.3490105,0.32309697,0.349352652,0.538309038,0.1190414,0.428034803
20101,1,0.483146067,0.480898876,0.486363636,0.087444709,0.000177073,0.346975089,0.402439024,0.562737643,0.5,0.178294574,0.92491839,0.916572717,0.213815789,0,0.049773756,0,0.010723861,0.100250627,0.237623762,0.000165927,0.000212382,0.918819188,0.000139297,0.332697444,0.479183512,0.286022363,0.38692566,0.4454504,0.31668428,0.334633466,0.613527697,0.329437116,0.382661262
21017,1,0.451685393,0.424719101,0.493181818,0.083701939,0.001937133,0.297153025,0.423780488,0.551330798,0.350574713,0.32751938,0.898803047,0.85005637,0.328947368,0.008090615,0.02413273,0,0.034852547,0.165413534,0.423267327,0.00226899,0.002519213,0.704797048,0.001454421,0.26302606,0.232834442,0.213497399,0.377113772,0.5506904,0.448529185,0.286056445,0.620058309,0.196748074,0.366552519
21057,1,0.53258427,0.512359551,0.545454545,0.093569241,0.000516191,0.418149466,0.307926829,0.475285171,0.293103448,0.348837209,0.935799782,0.908680947,0.266447368,0.006472492,0,0,0.026809651,0.13283208,0.413366337,0.000794305,0.000830124,0.614391144,0.000360533,0.221140288,0.274516922,0.110019753,0.329158171,0.4413776,0.455629316,0.374126859,0.679125364,0.081559357,0.403749388
21135,1,0.435955056,0.431460674,0.445454545,0.094930248,0.000941341,0.245551601,0.426829268,0.288973384,0.485632184,0.424418605,0.930359086,0.871476888,0.361842105,0.003236246,0.012066365,0,0.053619303,0.105263158,0.698019802,0.001557252,0.001552221,0.54797048,0.000501195,0.185292703,0.306397584,0.168155706,0.293252794,0.2870764,0.435611463,0.253459194,0.559358601,0.183084901,0.36644769
21225,1,0.364044944,0.28988764,0.459090909,0.12181014,0.001335999,0.160142349,0.362804878,0.47148289,0.583333333,0.399224806,0.877040261,0.843291995,0.282894737,0.012944984,0.146304676,0,0.016085791,0.025062657,0.366336634,0.001576702,0.00180603,0.754612546,0.000655514,0.255411974,0.268130889,0.19379859,0.412390574,0.4342334,0.356586602,0.650795652,0.644139942,0.063079535,0.631700328
23007,1,0.534831461,0.528089888,0.536363636,0.086083702,0.003049449,0.293594306,0.493902439,0.608365019,0.350574713,0.257751938,0.847660501,0.78692221,0.355263158,0.008090615,0.104072398,0.013986014,0.021447721,0.157894737,0.452970297,0.003688896,0.004546015,0.874538745,0.003397747,0.230164391,0.145905183,0.190536598,0.338310822,0.3304356,0.384658794,0.130218452,0.536268222,0.254407731,0.167988678
24003,1,0.37752809,0.357303371,0.390909091,0.091867982,0.063920819,0.587188612,0.307926829,0.615969582,0.218390805,0.139534884,0.873775843,0.851183766,0.25,0.05987055,0.034690799,0.020979021,0.029490617,0.122807018,0.618811881,0.061633895,0.075916715,0.874538745,0.081511779,0.624603951,0.374102738,0.417335677,0.619237432,0.7654969,0.767009019,0.219186107,0.636734694,0.215750294,0.250087358
